No Kuesioner,Nama Kuesioner,Dusun / Kampung,Kelurahan,Kecamatan,Kota,DAPIL,Provinsi,P1,P2,P3,P4,P5,P6,P7,P8,P9,Pilihan Presiden
1824,Kuesioner 1824,Surau Kamba,ampang Gadang,Iv Angkat Candung,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,3,5,1,13,14,5,jokowi dan makruf amin,Nasdem,1
1825,Kuesioner 1825,Surau Pinang,Ampang Gadang,Iv Angkat Candung,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,15,5,1,13,14,3,jokowi dan makruf amin,2,1
1826,Kuesioner 1826,Surau Pinang,Ampang Gadang,Iv Angkat Candung,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,6,3,5,1,13,14,3,prabowi dan Sandi,Ade Riski Gerindra,2
1827,Kuesioner 1827,Parit Putuih,Ampang Gadang,Iv Angkat Candung,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,15,4,1,13,14,4,Prabowo Sandi,Hariadi,2
1828,Kuesioner 1828,jorong parit putuih,ampang gadang,Iv Angkat Candung,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,3,8,1,13,14,3,Prabowo Sandi,2,2
1829,Kuesioner 1829,Parit Putuih,Ampang Gadanh,Iv Angkat Candung,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,15,3,1,13,14,4,Prabowo Sandi,M. Iqbal,2
1830,Kuesioner 1830,Parit Putuih,Ampang Gadang,Iv Angkat Candung,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,6,15,2,1,13,14,3,Prabowo Sandi,2,2
1831,Kuesioner 1831,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,16,8,1,13,14,1,prabowo sandi,2,1
1832,Kuesioner 1832,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,6,4,1,1,12,14,1,prabowo sandi,2,1
1833,Kuesioner 1833,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,15,5,1,14,14,3,prabowo sandi,demokrat,1
1834,Kuesioner 1834,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,17,8,1,14,14,2,2,2,1
1835,Kuesioner 1835,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,8,4,1,14,14,4,prabowo sandi,demokrat,1
1836,Kuesioner 1836,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,4,6,3,1,13,14,2,prabowo sandi,2,1
1837,Kuesioner 1837,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,3,11,4,1,13,14,5,prabowo sandi,2,1
1838,Kuesioner 1838,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,3,3,3,1,13,14,5,prabowo sandi,2,1
1839,Kuesioner 1839,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,2,1,4,1,13,14,4,prabowo sandi,2,1
1840,Kuesioner 1840,,,IV KOTO,Kab. Agam,SUMATERA BARAT II,Sumatera Barat,2,3,3,1,13,14,5,prabowo sandi,2,1
1841,Kuesioner 1841,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,4,8,5,1,13,13,3,2,2,2
1842,Kuesioner 1842,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,3,3,4,1,13,13,2,prabowo sandi,2,2
1843,Kuesioner 1843,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,2,1,5,1,13,13,4,2,2,3
1844,Kuesioner 1844,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,2,6,5,1,13,13,4,prabowo sandi,2,2
1845,Kuesioner 1845,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,3,6,5,1,13,13,5,2,2,3
1846,Kuesioner 1846,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,4,3,5,1,13,13,2,prabowo sandi,2,2
1847,Kuesioner 1847,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,2,1,5,1,13,13,2,2,2,2
1848,Kuesioner 1848,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,3,3,5,1,13,13,4,jokowo amin,2,1
1849,Kuesioner 1849,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,4,15,5,1,13,13,3,prabowo sansi,2,2
1850,Kuesioner 1850,sungai dua,sungai dua,Rambutan,Kab. Banyuasin,SUMATERA SELATAN I,Sumatera Selatan,3,3,4,1,13,13,4,jokowi amin,pdip,1
1851,Kuesioner 1851,majapahit,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,4,6,4,1,13,13,3,edi prabowo,edi prabowo,2
1852,Kuesioner 1852,majapahit,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,5,8,5,2,,13,2,jokowi,2,1
1853,Kuesioner 1853,majapahit,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,3,15,4,1,13,5,4,prabowo,2,2
1854,Kuesioner 1854,majapahit,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,4,3,4,1,13,13,4,prabowo,edi prabowo,2
1855,Kuesioner 1855,majapahit,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,2,1,4,1,13,10,4,prabowo,h. zainal abidin,2
1856,Kuesioner 1856,majapahit,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,3,3,4,1,13,13,2,prabowo,2,2
1857,Kuesioner 1857,majapahit,majaphit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,4,1,3,1,13,13,3,prabowo,fauzi,2
1858,Kuesioner 1858,majaphit,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,3,3,4,1,13,13,4,prabowo,FAUZI amro,2
1859,Kuesioner 1859,8,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,5,8,4,1,13,13,3,2,2,3
1860,Kuesioner 1860,8,majapahit,Lubuk Linggau Timur I,Kota Lubuklinggau,SUMATERA SELATAN I,Sumatera Selatan,2,7,5,1,13,4,4,prabowo snadi,2,2
1861,Kuesioner 1861,sekip jaya,sekip jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,7,5,1,14,13,3,Prabowo,Gerindra,2
1862,Kuesioner 1862,sekip jaya,sekip jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,4,4,1,13,13,1,2,2,2
1863,Kuesioner 1863,sekip jaya,sekip jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,3,1,4,1,13,10,4,jokowi,"pdip
",1
1864,Kuesioner 1864,Sekip Jaya,Sekip Jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,3,5,1,13,13,4,jokowi,pdip,1
1865,Kuesioner 1865,sekip jaya,sekip jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,8,5,1,13,13,2,Prabowo,2,2
1866,Kuesioner 1866,sekip jaya,sekip jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,3,3,5,1,13,10,4,pdi-p,jokowi ,1
1867,Kuesioner 1867,sekip jaya,sekip jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,4,5,1,13,13,2,Prabowo,Demokrat,2
1868,Kuesioner 1868,Sekip Jaya,Sekip Jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,8,5,1,13,13,3,Prabowo dan Sandiaga,Gerindra,2
1869,Kuesioner 1869,Sekip Jaya,Sekip Jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,1,4,1,13,10,4,jokowi,2,1
1870,Kuesioner 1870,sekip jaya,sekip jaya,Kemuning,Kota Palembang,SUMATERA SELATAN I,Sumatera Selatan,4,3,5,1,13,13,3,"Prabowo
",Gerindra,2
1871,Kuesioner 1871,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,3,12,3,1,14,13,3,"Prabowo, sandi",2,2
1872,Kuesioner 1872,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,2,3,2,1,14,13,4,prabowo sandi,PKB,2
1873,Kuesioner 1873,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,4,8,4,1,14,13,2,prabowo sandi,2,2
1874,Kuesioner 1874,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,4,3,2,1,14,13,2,2,2,3
1875,Kuesioner 1875,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,2,12,3,1,14,13,4,prabowo sandi,golkar,2
1876,Kuesioner 1876,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,2,12,3,1,14,13,4,2,2,2
1877,Kuesioner 1877,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,1,12,3,1,9,13,5,prabowo sandi,golkar,2
1878,Kuesioner 1878,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,2,12,2,1,14,13,4,2,2,3
1879,Kuesioner 1879,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,4,12,3,1,14,13,1,prabowo sanndi,gerindra,2
1880,Kuesioner 1880,dusun,muara lematang,Sungai Rotan,Kab. Muara Enim,SUMATERA SELATAN II,Sumatera Selatan,3,3,2,1,14,13,3,2,2,3
1881,Kuesioner 1881,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,1,12,3,1,13,senuro,6,2,2,3
1882,Kuesioner 1882,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,1,3,4,1,13,senuro,3,Prabowo Subianto dan Sandiaga Salahuddin Uno,2,2
1883,Kuesioner 1883,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,1,12,5,1,13,senuro,5,Prabowo Subianto dan Sandiaga Salahuddin Uno,2,2
1884,Kuesioner 1884,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,2,3,5,1,13,senuro,3,Jokowi dan Ma'aruf Amin,2,1
1885,Kuesioner 1885,0,Tanjung Batu,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,4,1,4,1,13,Meranjat,5,Prabowo Subianto dan Sandiaga Salahuddin Uno,2,2
1886,Kuesioner 1886,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,1,3,3,1,13,senuro,5,Jokowi dan Ma'ruf Amin,2,1
1887,Kuesioner 1887,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,2,Supir ekspedisi,5,1,13,senuro,4,Jokowi dan Ma'ruf Amin,2,1
1888,Kuesioner 1888,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,2,12,5,1,13,senuro,3,Prabowo Subianto dan Sandiaga Uno,2,2
1889,Kuesioner 1889,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,1,12,4,1,13,senuro,5,Prabowo Subianto dan Sandiaga Uno,2,2
1890,Kuesioner 1890,0,senuro timur,Tanjung Batu,Kab. Ogan Ilir,SUMATERA SELATAN II,Sumatera Selatan,6,14,4,1,13,senuro,2,Prabowo Subianto dan Sandiaga Salahuddin Uno,Hj. Piercha Leanpuri dan Partai Nasdem,2
1891,Kuesioner 1891,Dusun,Tambak,Penukal Utara,Kab. Penukal Abab Lematang Ilir,SUMATERA SELATAN II,Sumatera Selatan,3,12,3,1,13,Sekayu,3,Prabowo Sandi,Gerindra,2
1892,Kuesioner 1892,Dusun II,Tambak,Penukal Utara,Kab. Penukal Abab Lematang Ilir,SUMATERA SELATAN II,Sumatera Selatan,2,3,3,1,13,Sekayu,4,Prabowo dan Sandi,Ir. Hj. Sri Kustina,2
1893,Kuesioner 1893,Dusun 1,Tambak,Penukal Utara,Kab. Penukal Abab Lematang Ilir,SUMATERA SELATAN II,Sumatera Selatan,4,12,3,1,9,13,1,Joko Widodo dan Ma'ruf Amin,Golkar,1
1894,Kuesioner 1894,Dusun I,Tambak,Penukal Utara,Kab. Penukal Abab Lematang Ilir,SUMATERA SELATAN II,Sumatera Selatan,3,12,3,1,13,13,3,Prabowo dan Sandi,2,2
